"","museum_no","X","objectID","isHighlight","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages","constituents","department","objectName","title","culture","period.x","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber","excavation_no","id_text","accession_no","accounting_period","acquisition_history","alternative_years","archive","ark","atf_source","atf_up","author","author_remarks","cdli_collation","cdli_comments","citation","collection","collection_copyright","composite_id","condition_description","date_entered","date_of_origin","date_remarks","date_updated","dates_referenced","db_source","designation","electronic_publication","elevation","external_id","findspot_remarks","findspot_square","genre","google_earth_collection","google_earth_provenience","height","join_information","language","lineart_up","material","object_preservation","object_remarks","object_type","period.y","period_remarks","photo_up","primary_publication","provenience","provenience_remarks","public","public_atf","public_images","publication_date","publication_history","published_collation","seal_id","seal_information","stratigraphic_level","subgenre","subgenre_remarks","surface_preservation","text_remarks","thickness","translation_source","width","writing_phase"
"121","86.11.147",550,321726,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_147.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_147.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-483.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: declaration before witnesses, archive of Iddin-Nabu and Shellebi","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 516 B.C.",-516,-516,"Clay","3.1 x 4.6 x 1.7 cm (1 1/4 x 1 3/4 x 5/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 3.1, 'Width': 4.6}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321726","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412374","","","","","Nappahu","21198/zz00211x21","no atf","","Spar, Ira & Dassow, Eva von","declaration before witnesses",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius1.06.06.10","516 BC","10/21/2018","Darius1.06.06.10","","CTMMA 3, 096","",NA,"","",NA,"Legal",NA,NA,"31","","Akkadian","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 096","B bili (mod. Babylon)","","yes","yes","yes","2000","Baker, Nappahu no. 045",NA,"","",NA,"","declaration before witnesses","",NA,"17","no translation","46",""
"122","86.11.148",396,321727,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_148.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_148.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-409.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for silver, Esagilaya archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 601 B.C.",-601,-601,"Clay","3.9 x 5.7 x 2.1 cm (1 1/2 x 2 1/4 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 3.9, 'Width': 5.7}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321727","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412300","","","","","","21198/zz002251qh","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nebuchadnezzar2.04.09.--","","10/21/2018","Nebuchadnezzar2.04.09.--","","CTMMA 3, 022","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 022","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"123","86.11.149",340,321728,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_149.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_149.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-510.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: house rental contract","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 497 B.C.",-497,-497,"Clay","3.9 x 4.6 x 1.9 cm (1 1/2 x 1 3/4 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.9, 'Height': 3.9, 'Width': 4.6}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321728","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412398","","","","","","21198/zz0021vjtv","no atf","","Spar, Ira & Dassow, Eva von","house rental contract",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius1.25.02.24","","10/21/2018","Darius1.25.02.24","","CTMMA 3, 120","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 120","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"124","86.11.150",330,321729,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_150.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_150.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-489.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of sale","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 552 B.C.",-552,-552,"Clay","3.4 x 4.2 x 1.9 cm (1 3/8 x 1 5/8 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.9, 'Height': 3.4, 'Width': 4.2}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321729","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412379","","","","","","21198/zz00211x7m","no atf","","Spar, Ira & Dassow, Eva von","record of sale",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nabonidus.04.06.15","","10/21/2018","Nabonidus.04.06.15","","CTMMA 3, 101","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 101","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"125","86.11.151",394,321730,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_151.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_151.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-424.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: prebend service contract, Esagilaya archive","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 523 B.C.",-523,-523,"Clay","3.7 x 4.7 x 2 cm (1 1/2 x 1 7/8 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2, 'Height': 3.7, 'Width': 4.7}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321730","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412316","","","","","","21198/zz0020wtws","no atf","","Spar, Ira & Dassow, Eva von","prebend service contract",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Cambyses2.07.08.01 ?","","10/21/2018","Cambyses2.07.08.01 ?","","CTMMA 3, 038","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 038","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"126","86.11.152",253,321731,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_152.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_152.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-521.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet impressed with ring seal: promissory note for barley","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 419 B.C.",-419,-419,"Clay","6.5 x 8 x 3 cm (2 1/2 x 3 1/8 x 1 1/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3, 'Height': 6.5, 'Width': 8}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321731","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412406","","","","","","21198/zz0021vk3g","no atf","","Spar, Ira & Dassow, Eva von","promissory note for barley",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius2.05.01.26","","10/21/2018","Darius2.05.01.26","","CTMMA 3, 128","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 128","uncertain (mod. Nar-Madanu)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"127","86.11.153",554,321732,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_153.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_153.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-484.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: house rental contract, archive of Iddin-Nabu and Shellebi","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 514 B.C.",-514,-514,"Clay","5.2 x 6.5 x 2.5 cm (2 x 2 1/2 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.5, 'Height': 5.2, 'Width': 6.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321732","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412375","","","","","Nappahu","21198/zz00211x3j","no atf","","Spar, Ira & Dassow, Eva von","house rental contract",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius1.08.02.28","514 BC","10/21/2018","Darius1.08.02.28","","CTMMA 3, 097","",NA,"","",NA,"Legal",NA,NA,"52","","Akkadian","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 097","B bili (mod. Babylon)","","yes","yes","yes","2000","Baker, Nappahu no. 114",NA,"","",NA,"lease","lease of house","",NA,"25","no translation","65",""
"128","86.11.154",391,321733,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_154.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_154.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-410.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for silver, Esagilaya archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 591 B.C.",-591,-591,"Clay","3.2 x 3.5 x 1.9 cm (1 1/4 x 1 3/8 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.9, 'Height': 3.2, 'Width': 3.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321733","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412301","","","","","","21198/zz002251r1","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nebuchadnezzar2.14.09.17","","10/21/2018","Nebuchadnezzar2.14.09.17","","CTMMA 3, 023","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 023","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"129","86.11.155",476,321734,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_155.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_155.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-393.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for silver","Assyrian","Neo-Assyrian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 652 B.C.",-652,-652,"Clay","4.5 x 5.8 x 2.5 cm (1 3/4 x 2 1/4 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.5, 'Height': 4.5, 'Width': 5.8}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321734","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412284","","","","","","21198/zz00217j3x","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010"," ama - uma-ukin.16.04.09","","10/21/2018"," ama - uma-ukin.16.04.09","","CTMMA 3, 006","",NA,"","",NA,"Legal",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 3, 006","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"130","86.11.156",467,321735,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_156.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_156.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-415.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for silver, Esagilaya archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 543 B.C.",-543,-543,"Clay","2.9 x 3.6 x 1.8 cm (1 1/8 x 1 3/8 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.8, 'Height': 2.9, 'Width': 3.6}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321735","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412307","","","","","","21198/zz002251z4","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nabonidus.13.--.08","","10/21/2018","Nabonidus.13.--.08","","CTMMA 3, 029","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 029","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"131","86.11.157",546,321736,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_157.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_157.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-649.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of payment for oxen, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 562 B.C.",-562,-562,"Clay","1.62 x 2.12 x .85 in. (4.11 x 5.38 x 2.15 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.11, 'Thickness': 2.15, 'Width': 5.38}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321736","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500804","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 094","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 094","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"132","86.11.158",549,321737,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_158.JPG","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_158.JPG","['https://images.metmuseum.org/CRDImages/an/original/DP-211-597.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of delivery of animals for offering, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 626–605 B.C. (?)",-626,-605,"Clay","1.75 x 2.75 x 1 in. (4.45 x 6.99 x 2.65 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.45, 'Thickness': 2.65, 'Width': 6.99}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321737","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500805","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 044","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 044","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"133","86.11.159",552,321738,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_159.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_159.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-485.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: assignment of note, archive of Iddin-Nabu and Shellebi","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 495 B.C.",-495,-495,"Clay","3.9 x 5.2 x 2 cm (1 1/2 x 2 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2, 'Height': 3.9, 'Width': 5.2}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321738","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412376","","","","","Nappahu","21198/zz00211x42","no atf","","Spar, Ira & Dassow, Eva von","assignment of note",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius1.27.04.21","495 BC","10/21/2018","Darius1.27.04.21","","CTMMA 3, 098","",NA,"","",NA,"Legal",NA,NA,"39","","Akkadian","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 098","B bili (mod. Babylon)","","yes","yes","yes","2000","Baker, Nappahu no. 226",NA,"","",NA,"","note of credit arrangement by proxy","",NA,"20","no translation","52",""
"134","86.11.160",33,321739,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_160.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_160.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-488.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet impressed with scaraboid (?) ring seal: receipt for gold","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 560 B.C.",-560,-560,"Clay","2.5 x 3.3 x 1.4 cm (1 x 1 1/4 x 1/2 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.4, 'Height': 2.5, 'Width': 3.3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321739","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412378","","","","","","21198/zz00211x63","no atf","","Spar, Ira & Dassow, Eva von","receipt for gold",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Amel-Marduk.02.03.04","","10/21/2018","Amel-Marduk.02.03.04","","CTMMA 3, 100","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 100","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
